id,label,full_name,is_private
2053248363,bettercallvin_,Calvin Widi Pratama,False
30807908458,ukasyaa.h,Ginda,False
2153143024,rzqmayas,Rizqi Maya,False
1493339753,starissap,Safitri Tarisa,True
43058894911,pwrettiess.png,,True
13486110413,aldonurinsyach24,Aldo Nurinsyach Islami,True
53313126194,nanacollection00,Nana Collection,False
33668131029,fikrisamaly,Fikri Samal Yerzi,False
3471621276,jacklyn.uly,Jacklyn Uly,True
49058689599,silentteabookclub,Silent Tea Book Club,False
557820637,yudhazulkarnaen,Yudha Zulkarnaen,True
4623182002,krobus00,Michael Putera Wardana,False
1530936290,edwin_a_s,Edwin A S,False
43481025852,puspithadini,🐣,True
1377493452,liviaaqillaa,Livia Naura Aqilla,False
21707832565,bangbeli.id,Aplikasi Grosir Termurah,False
1531917691,hnnrrhm,Hani Nurrahmi,False
4310241192,omokoreanstreetfood,KOREAN STREET FOOD JEMBER,False
2259723705,gerbongangkringan,Cafe Gerbong,False
47872603005,yedanto,Yanto Edy Antono,False
9235480006,grimrlisa,lavender🌺,False
2865742724,m_naufel_r,Naufel,False
1441260340,_khrzm,Imam Ilham Khawarizma,False
1490430532,ignndr,Ignasius,True
1550939358,acioiucham,acio🐣,False
682460713,ynnugraha,Yudhistira Nugraha,False
13070754855,ini.rindang,Rindang,False
41158802914,rihano_09,Rizky,False
54338315937,kkn83ajung,KKN KOLABORATIF - DESA AJUNG (83),False
2289918895,telclab,TEL-C Research Laboratory,False
1995907342,dienarauda,dienarauda,True
9388657165,kopilakalaka,Kopi Laka Laka | Coffee Shop,False
1726439564,bemtelu,BEM KEMA TELKOM UNIVERSITY,False
2226901285,cciunitel,Central Computer Improvement,False
38309399421,informatika.telkomuniversity,Fakultas Informatika Tel-U,False
37329803328,s1iftelu,S1 Informatika Telkom University,False
6165845813,yolandirgantara,Yolan Dirgantara,False
21993790661,if4305wkwk,INFORMATICS 43 05,False
4082961713,studentstelu,Students Telkom University,False
39642397842,shiit_po,,False
48132146777,ignasi.design,Ignasi,False
21481503660,if.43.09,i9,False
1450362402,ganteng_its,Gudang CoGan-nya ITS Surabaya!,True
1115218499,dmctelkomuniv,Data Mining Center Laboratory,False
54319355830,kkn458_sarikemuning,KKN 458 UNEJ 2022_SARI KEMUNING,False
8047255712,apricloth,Apricloth | Muhammad Azhar,False
6281781824,alumni_univtelkom,Alumni Telkom University,False
3232735118,lokermagang,MAGANG ▶ PKL ▶ INTERNSHIP,False
262246000,amin0224,amin 에이민,False
3251544927,lac.telkomuniv,Pusat Bahasa Telkom University,False
1495218422,salman_alotaibi111,سلمان بن علي العتيبي,False
27979280422,bakchoomie,"Bak Choo Mie, CFA, CPA, FRM",False
7737677635,drama.telyu,Campus Story | Since 2017,False
3252818468,ditmawa_univtelkom,Direktorat Kemahasiswaan Tel-U,False
46179156155,tempatmagang_,Tempat Magang,False
1148298879,telkomuniversity,Telkom University,False
17693366191,anakmagang.id,INFO MAGANG MAHASISWA,False
53108997018,karirspot,Info dan Media Karir Terupdate!,False
42383944563,ecommurz,Ecommerce & Tech Meme Factory,False
704566506,internship.time,Lowongan Magang,False
3173705362,aria_tresna_apandi,Daeng rompang,False
60130148233,nephrxte,qi,False
4296801949,iqbal_saviola,Iqbal Saviola,False
1360567458,dhafinmarch,DhaFin Marchiano,False
3111637287,zerlinana,Zerlina Natasha,False
526505204,putri.anindyaa,Nindy,False
1757398286,danendraraharjo,Danendra Raharjo,True
3523902566,febrianasdk,Febriana,True
455107983,odiloaventis,Aventis,False
1691520848,_haritzah,Naufal Haritzah,False
3873948569,juliusbrian_,Julius Brian,True
831749573,amandapnl,amanda｡*ﾟ+,False
4276045899,bandem.m,Bandem Mahendrajaya,True
2060580891,rayhanfadilla,Rayhan Fadilla,True
40015908607,alifendaa_,Alifenda,False
1510667160,russel.obaja,Russel Obaja,True
2530396894,erikajpss,erika,True
62808281239,nefrxte,nef 🐚,False
3160768272,put.himawan,Gemilang Putri Himawan,True
3524337566,oliviaiolana,olivia iolana,True
2014163315,ranggafchry,Rangga Fachry,False
1444544330,christophersumarga,Christopher Sumarga,False
2353555222,dzakyyatnf_,Dzakiyyah Tunnufus,False
534677045,dantifirst,d ★,False
53614362541,traveleasier_turkey,Travel Easier Turkey,False
64577179028,japan_bangumi,수니네 일본방송,False
326011800,jktgo,"JKTGO - Jakarta City Guide, News & Lifestyle!",False
1314710735,amandaaurels,amanda aurel s,False
668193731,tiyaramw,Tiyara,False
26692714867,avogado6_jp,アボガド6,False
32459224,eric.kurn,Eric Kurn,True
42972815,paradickm,Para Dickm,False
17849203067,arkent_nathanael,Arkent Nathanael,False
182853161,miyudance_,Miyu,False
477329433,kresensia_elvira,,True
59287395092,fastestlearningcenter,,True
57266719820,bijakmemilih.id,Bijak Memilih (www.bijakmemilih.id),False
2010676928,nsrnauliaa,Nisrina Aulia,True
57091439145,cainhurst.id,Genshin Impact | Open for Commision | Original Character,False
62711173704,hyakuren_san,Hyaku/Ren,False
668193731,tiyaramw,Tiyara,False
2115094717,koreauniv.official,고려대학교 Korea University,False
2680053169,thomasraggi__,Thomas Raggi/Måneskin,False
39129420834,whatisupindonesia,"What Is Up, Indonesia? (WIUI)⁷",False
59423624427,yoru.9catsuki,Yoru KyuKetsuki,False
2010676928,nsrnauliaa,Nisrina Aulia,True
3559578899,jonstevandhy,Jonathan Stevandhy,False
483563973,marshanad,Nadya,True
44345033178,jalmogo.streetfood,잘먹어씁니다 여로분들♥,False
10386628229,lgbt,LGBT,False
10386628229,lgbt,LGBT,False
926461732,frinanda,Frinanda,False
32022873606,lilme_99,little me,False
8763460588,__lilwork,Handmade Jewelry • Art Pieces,False
45311709806,kitsunee.___,Kitsunee『キツネ』🦊,False
441613054,carrenalma,Carren Almalorenza,False
31631435382,aracosing,🎀 ara 🎀,False
44593046103,museumoflostmemories,Museum of Lost Memories,False
58691683387,u_san_des,Unnämed,False
58139526546,val.rentcos,Rental Cosplay Jakarta (KHUSUS PULAU JAWA),False
54256495863,keymochi.cosplay,Rental Cosplay Indonesia Open 24/7,False
39690023186,qlove_id,Q Love Cosplay Store,False
48799286111,cosplay_rent_bystef,open from 10:30-19:00,False
2963529341,aisyahlrsti_icha,Icha (Aisyah Larasati),True
6980380842,flownaaa,Yee haw,False
3770202111,jygao_official,J.Y. GAO Statement Jewelry (Silver and Gold),False
14309049047,_hey.news_,헤이뉴스 Hey.News.JTBC,False
60131597294,topteen.new,SUPPLIER FIRSTHAND TERMURAH,False
798526051,chrilony,Vinny,True
441613054,carrenalma,Carren Almalorenza,False
1401444197,t.gowandi,Tesa (吳佳欣),True
62935452437,shirakuras,azkia ★,False
1127989442,voxdotcom,Vox,False
1400433872,bigpearliu,BigPear Liu,False
8497733815,satupersenofficial,Satu Persen - Indonesian Life School,False
54770878333,rakkibar,RAKKI Handroll & Sake Bar,False
240087316,azzahrabr,Azzahrabr,False
3266116735,comifuro,Comic Frontier,False
18976664032,entrepreneursid_,Komunitas Entrepreneurs Indonesia,False
8729571393,babyunicorn88,Peekaboo,False
2530400767,_lilyis,lily,False
57183645369,shonderhoy,shon !,False
303972578,reginafransiska_,regina 례진,False
104910491,sonsungdeuk,Sungdeuk Son,False
2317986283,primagraphiaofficial,PrimaGraphia Digital Printing | Percetakan Terlengkap,False
50138049751,_glorygroup,Glory Grup,False
1400433872,bigpearliu,BigPear Liu,False
839410249,qb_avu,女王蜂 アヴちゃん,False
8915189398,wizard_bisan1,Bisan Owda,False
401573116,andrewavlln,𝐀𝐕𝐄𝐋✨,False
1127989442,voxdotcom,Vox,False
3246114379,thekoreaherald,The Korea Herald 코리아헤럴드,False
10221364,decapmusic,DECAP,False
60131597294,topteen.new,SUPPLIER FIRSTHAND TERMURAH,False
951403033,chriskunhalim,Chris Halim 林俊龙,False
31940387389,syeedump,for the 1000000 times.. my name is SYE not SYA,False
1066394817,ghostplanter,celina,False
5539207564,vincenzo_vzo,Vincenzo,False
1066394817,ghostplanter,celina,False
5539207564,vincenzo_vzo,Vincenzo,False
22044533,melissawalakandou,Melissa Walakandou,True
1639460418,seoultravel,서울여행 공식인스타 / 서울맛집 서울핫플 서울가볼만한곳,False
56681318378,kaedehara.sora,Sora | Cosplayer,False
1603527998,stefany_ferlent,Stefany Ferlenthya,False
194160994,mjrodriguez7,Michaela Jaé,False
27893365905,joehisaishi.official,Joe Hisaishi,False
1543999420,apnews,The Associated Press (AP),False
296810853,whiteboardjournal,whiteboardjournal,False
4070916473,azkianamira,azkia 🍳,False
47138523003,demotivating_animals,cursed animals,False
60131597294,topteen.new,SUPPLIER FIRSTHAND TERMURAH,False
31940387389,syeedump,for the 1000000 times.. my name is SYE not SYA,False
7783432,reinabeatrice,REINA,True
368483240,monicatrixiee,Monica Trixie A.,True
1543999420,apnews,The Associated Press (AP),False
32515166716,mllnnmprd,?,False
296810853,whiteboardjournal,whiteboardjournal,False
2311995964,aldosaliminsta,Aldo Salim,False
463442227,jeffrichaiii,Jeffri,False
47138523003,demotivating_animals,cursed animals,False
3693036575,nindaaaay,Ninday,True
53257662900,coskiras,喜羅KIRA,False
42532225780,tasy.thelabel,TASY THE LABEL,False
3693036575,nindaaaay,Ninday,True
4178167374,corneliasekar,Cornel,True
44964986467,takatoy999,Takato Yamamoto / 山本タカト,False
7084466114,christian.natanael.9,Christian Natanael,False
2213639752,rizkimauladi_,Rizki Mauladi,False
6786265506,pictures_of_the_floating_world,JAPANESE UKIYO-E | 浮世絵,False
50931588,trevorproject,The Trevor Project,False
32195433013,whereto.jkt,WHERE TO JAKARTA,False
4201444686,mdxclothing,MDX,False
63857412279,honxzu,HONXZU,False
1473381030,seth_tis_my_name,sethis,False
50557904497,rkive,RM,False
7783432,reinabeatrice,REINA,True
4700784499,ecinos.id,ecinos,False
58431670353,yor.nev10,,True
352299937,dwikaruna,Dwi Paramitha,False
242739105,aurelliate,Aurellia T. Elisha,False
4201444686,mdxclothing,MDX,False
20939089,made.by.james,James Martin,False
14353387,jamesjeanart,James Jean,False
459804186,humanrightswatch,Human Rights Watch,False
1604909778,tumpalht,Tumpal Hamonangan,True
489925150,uniqloindonesia,UNIQLO Indonesia,False
489925150,uniqloindonesia,UNIQLO Indonesia,False
381221491,manualjakarta,Manual Jakarta,False
29653158695,so.informed,so informed,False
1302718237,hitmanb72,Bang Si-Hyuk,False
2274763833,bts.bighitofficial,BTS official,False
3306672015,kompas.travel,Kompas Travel,False
50344278754,thv,V,False
56500493577,yorinima,Yori | より👑,False
7295785821,soilpimp_official,SOIL&”PIMP”SESSIONS,False
2165899806,vinrylgrave,Kevin Tan【Vinrylgrave】,False
1283052288,asianbossmedia,Asian Boss,False
28633153228,orenjikun,orenji✨lost in japan,False
2313437032,ganaraartspace,Ganara Art Space,False
32515166716,mllnnmprd,?,False
176689943,ykreborn,YK Hong,False
492368350,galangardi,Galang Ardi,True
463442227,jeffrichaiii,Jeffri,False
445476557,jacobcollier,Jacob Collier,False
463473482,giladiskonn,Giladiskon Indonesia,False
1325598065,indocomiccon,Indonesia Comic Con (ICC),False
50739418093,jin,Jin of BTS,False
736246920,shanynia,sanii🌸,False
277907038,thecindynoir,Cindy Noir,False
1299304578,codibook,코디북 Your Daily Look,False
445476557,jacobcollier,Jacob Collier,False
463473482,giladiskonn,Giladiskon Indonesia,False
50739418093,jin,Jin of BTS,False
277907038,thecindynoir,Cindy Noir,False
1299304578,codibook,코디북 Your Daily Look,False
50931588,trevorproject,The Trevor Project,False
480008669,salyaelva_,sye,False
1928151358,giorgiasoleri_,Giorgia Soleri,False
8480591217,pattiegonia,Pattie Gonia,False
297209060,trixiemattel,Trixie Mattel,False
4295479521,santi__tan,Santi Tan | 姗姗 🌻,True
45854569667,your.richbff,Vivian Tu | Your Rich BFF,False
56307567413,delvinalycia99,Delvin Yongky,False
5453625996,maneskinofficial,Måneskin,False
192151340,thegoodquote,The Good Quote,False
1995322959,marugemi.udon,gem,True
290020789,siungsteven,Steven Liang,False
44100304460,raccoon_meme_daily,RACCOON  LOVER 🇱🇷,False
1508508644,womanatwork.id,Woman at Work,False
11225072310,pride,Pride,False
1813525577,hrdbacot,hrdbacot,False
54662066932,thedeepbluebeforedawn,𝗡𝗮𝗺 𝘆𝗲𝗼𝗻,False
5805505002,jessicakilapong,Jessica Cheryl,False
1671192058,raflypraf,prafsya,True
11225072310,pride,Pride,False
1813525577,hrdbacot,hrdbacot,False
54662066932,thedeepbluebeforedawn,𝗡𝗮𝗺 𝘆𝗲𝗼𝗻,False
5805505002,jessicakilapong,Jessica Cheryl,False
178161204,vicdeangelis,Victoria De Angelis/ Måneskin,False
1222013772,anastasia.priscilla,Anastasia Priscilla,True
4295479521,santi__tan,Santi Tan | 姗姗 🌻,True
3054105643,jktinfo,JAKARTA INFO,False
1489315533,clara_prscl,Clara Priscilla Tham,True
1927803123,shencaka,Erin Shencaka,True
192588186,docskim,skim,False
26442747,monachalabi,Mona Chalabi,False
192588186,docskim,skim,False
26442747,monachalabi,Mona Chalabi,False
980718304,blzr.id,BLZR.ID | women’s blazer,False
45382625816,odysseyyyyy_,ody 👻 オディー,False
355366167,kyragracella,Kyra,False
4252503182,amusation,April,False
47689270,cxndykusuma,♡ Cindy ♡,True
4148703969,thewholesomestmeme,Whitt 🌻,False
1444332882,nataniajansen,Natania Gabriella Jansen,False
1480204511,christinaferlenthya,Christina F. P.,False
30403649,anderson._paak,.Paaky-Bara,False
4184328194,0jae0_art,영재영 Young JaeYoung,False
1275292101,kellyytj,蔡小麗,True
8201113511,dlcanxiety,"Dean Stott | Educator/Coach/Ambassador | CBT, CPD",False
2189875467,leeoonli,William Leonli • 李维椋,True
5713524487,lassap,Andreas Wp,False
1347351464,vns_lu,𝐕𝐧𝐬𝐬𝐚,True
465806594,wildestcatever,Danar Sadewo,False
5679946421,rinerinerinerin_,Rin .ᐟ,True
1288044896,jktfoodbang,JAKARTA FOOD BANGERS,False
24937494,rickeythompson,Rickey Thompson,False
1792063074,hissnoise,hissnoise,False
3477411421,id_prudential,Prudential Indonesia,False
654823130,nei_ssa,Nerissa Callindra,False
1261582409,ruyiwears.id,RUYI OFFICIAL,False
4541437218,lemsyeming,MingTing Wang,False
26970066,naacp,NAACP,False
1540393585,salfanafisa,Salfa Nafisa N,True
1270758893,willowsmith,∴ W ∴,False
1130540061,yoonprc,yun,False
1441169954,millerio_,Millerio Saerang,False
8480591217,pattiegonia,Pattie Gonia,False
1915176275,dora._.a,ADORA,False
1354252681,doodly.id,Doodly at Doujima SG ‧₊˚✩彡,False
3002491341,fidelistoby,Fidelis Toby Situmorang,False
48419315658,aram_oriental,2024 Europe Guest tour/ Aram_oriental🇰🇷,False
1937318325,pdogg428,pdogg,False
1441169954,millerio_,Millerio Saerang,False
8480591217,pattiegonia,Pattie Gonia,False
1428477158,shrn_win,Sharon,True
1130540061,yoonprc,yun,False
1354252681,doodly.id,Doodly at Doujima SG ‧₊˚✩彡,False
3002491341,fidelistoby,Fidelis Toby Situmorang,False
261651717,im_achie,rasi.s,True
56764934924,george.lowiselim,George Lowise - 林佳豪,True
4989224949,intan_chahyani,Christina Intan Chahyani,True
5585794211,arkentnathanael,Arkent Nathanael,False
8540281260,entrepreneurindonesia,Entrepreneur Indonesia,False
290020789,siungsteven,Steven Liang,False
2015920440,martinclaudioo,MClau,False
1044496436,anggaprasetia__,Angga Prasetia,False
56764934924,george.lowiselim,George Lowise - 林佳豪,True
4791989380,__r.qi,qi,True
1048940590,natasya.liang,natasya🪬,False
174762471,brendajapar,dr. BrendaJapar,False
1671192058,raflypraf,prafsya,True
444855618,__taesung,Շꪖꫀડꪊꪀᧁ  | 태성 | 힉스,False
472910132,gersugi,Gerardo | Creative Director,False
1995322959,marugemi.udon,gem,True
3662170893,angeline.sujono,Dreampm,True
3048202517,wayansam_,Surya Adi Merta,False
55163480044,ciabanana4ver,,True
1932613403,fazrik,Fazri Kurniawan,True
1222782919,marshinta_ong,Marshinta 王丽慧,True
3254135430,m_sultanha,Sltn,True
4296801949,iqbal_saviola,Iqbal Saviola,False
4216336108,kikywhyu,kiky,False
5492629643,_biimabimm,T R I Y A N A N D A,True
2036553871,permanadaffa,Mochammad Daffa Permana,False
2949966271,whos.leiraaa,Ariel,True
3519938091,iqbal_cb1221,Secret Voice,False
33501330799,yolan_dirgantara3,Yolan Dirgantara,True
17572954808,langgaharindra,Erlangga,False
2120931215,raqihibatullah,Raqi Hibatullah,False
21131679723,dimas_admf,Dimas Aditya Maulana Fajri,False
3651217247,ansprsty_,Ans,True
5756226419,fernand.alfaris,Mohammad Alfaris Fernanda,True
37129779530,itsme_ekak,.,False
2299917507,juraiskiqbal,Juraiski Iqbal,True
1937248783,rafih17,Muhammad Rafi Hibatullah,True
4473638732,najmi_fs,Najmi Fatihus Shidqi,False
769793009,_ayu_k,,True
1524763536,bimaoktasa,Bima Oktasa,False
30807908458,ukasyaa.h,Ginda,False
2153143024,rzqmayas,Rizqi Maya,False
2865742724,m_naufel_r,Naufel,False
7097707344,elykamaya_,Elyka Maya,True
60318106298,syahirahyy_,,False
58742513815,frayabrownie,Fraya Brownie,False
57051448920,windymisma,Windy Misma,True
42738213024,infratekilkomunej,Lab. Infrastruktur Teknologi,False
9857722712,anisanada__,,False
40631556155,ryperlabunej,Lab. Rekayasa Perangkat Lunak,False
2332195271,anns.zra,,True
3237544899,arf_fardah,Fardah,False
60936598657,w3b.dumpofme,🗑,False
2383142176,eliasalsabilla,,True
62069472955,deskadwi.zhr,Deska Dwi,False
4726622755,farahhfzh,𝐹𝒶𝓇𝒶𝒽  𝐻𝒶𝒻𝒾𝓏𝒽𝒶🦋,True
6949134221,alfntrdmy,Alfina Tiara Damayanti,True
5487851092,rosanians_,ocaaa,True
304014595,rraflymuhammad_,Muhammad Rafly Fahrasul,False
1589624783,alvinaoktavira,Alvina Oktavira Putri,False
4841943378,sz_kiptia,,True
4950913663,rafelica,,True
1521533633,abianramzy,,False
5487851092,rosanians_,ocaaa,True
2383142176,eliasalsabilla,,True
5551813745,rayhanpangestuu,Rayhan Margi Pangestu,True
2320257146,anggitosuryo28,Anggito Suryo Baskoro,True
4855561658,o_can028,Candra Wulan,False
60933493409,maths.terpiece,Mathsterpiece,False
1638263933,gbelanza,"Gina Belanza Mulia, S.H",True
6949134221,alfntrdmy,Alfina Tiara Damayanti,True
8036966607,aisyahhhaln,ais,True
5838831832,emirhnif,emirrrrrrr,True
15064551243,ismii_dirgantara,virgan dirgantara,True
1433823851,jackfar_doank,"Jakfar Priantono,S.Pd",False
5442874747,feliaabi_,ayaaa,True
58408964595,fwjember,FOTO WISUDA JEMBER | OUTDOOR,False
52004265936,eiger.bondowoso,EAS Bondowoso,False
454752562,tretanmuslim,Pro Gamers,False
44470043998,klr_productions,KLR Productions,False
53157653659,fahmilkumala,Fahmilkumala_,True
51325605222,dewiyseason,bunga matahari,True
44470043998,klr_productions,KLR Productions,False
454752562,tretanmuslim,Pro Gamers,False
8036966607,aisyahhhaln,ais,True
51325605222,dewiyseason,bunga matahari,True
53157653659,fahmilkumala,Fahmilkumala_,True
828552830,bellanovvv,,True
40529169159,ahmdnur_m,Anung,False
1816169286,nabiladistifarini,Farin,True
8226785171,adnmvz_,Adnaa,True
62982989629,mhaidar.craft,mHaidar.craft,False
1538246703,erikaaardana,Erika Fernanda Ardana,True
5744869119,tika_rizqi,Tika Rizqi,True
3054104446,bpmilkomunej,BPM FASILKOM UNEJ,False
2134845685,_kharsm,Kharisma,True
42690665608,zxcv1234955,,False
4257915231,dewiytlh,DEWI,True
4640435260,m.alan14.pdf,Mochammad Maulana,False
55373646396,dchubunej,Digital Creative Hub Universitas Jember,False
4266153085,deyan99_,DEYAN,False
6290544425,cerebrum.id,TRYOUT UTBK SNBT 2024 | SOAL UTBK SNBT 2024,False
12284985181,osis_smagabws,OSIS SMAN 3 BONDOWOSO,False
17068491167,fagengg,Ageng Firmansyah,False
1636420928,naufal.afaf,Naufal_Afaf,True
1798907974,luhcendani,𝓛𝓾𝓱 𝓟𝓲𝓵𝓵𝓪𝓻 𝓒𝓮𝓷𝓭𝓪𝓷𝓲,False
60523300139,indriyaniandini9,Indri Yani andini,False
12591167099,oren.koceng,Koceng Oren,False
1798907974,luhcendani,𝓛𝓾𝓱 𝓟𝓲𝓵𝓵𝓪𝓻 𝓒𝓮𝓷𝓭𝓪𝓷𝓲,False
4257915231,dewiytlh,DEWI,True
41372127815,at__maison,at MAISON,False
2244562671,nistiqmh_,Nurul Istiqomah,False
2320257146,anggitosuryo28,Anggito Suryo Baskoro,True
34589603547,ericaaacl,Erika Carmillia,True
17068491167,fagengg,Ageng Firmansyah,False
3262261017,salsa12_hasna,Salsabila Hasna Viryan Putri,False
1727885972,auliaaqsonia,,True
4872251521,ismioktvv,,True
2244562671,nistiqmh_,Nurul Istiqomah,False
12284985181,osis_smagabws,OSIS SMAN 3 BONDOWOSO,False
4872251521,ismioktvv,,True
1561796310,alferinav_,Alferina Vania,True
5635615283,ichwanzaky,Ahmad Ichwan Zaky,False
12591167099,oren.koceng,Koceng Oren,False
2250866541,jember_astronomy,𝗝𝗘𝗠𝗕𝗘𝗥 𝗔𝗦𝗧𝗥𝗢𝗡𝗢𝗠𝗬 𝗖𝗟𝗨𝗕,False
5378788006,ezrafarrellmahadika,Zra.,True
3262261017,salsa12_hasna,Salsabila Hasna Viryan Putri,False
1727885972,auliaaqsonia,,True
